year,exported_at,FAC_NO,FAC_NAME,FAC_STR_ADDR,FAC_CITY,FAC_ZIP,FAC_PHONE,LICENSE_NO,LICENSE_STATUS,LIC_CAT,HHAH_LICEE_TOC,HHAH_MEDI_CAL_VISITS,HHAH_MEDICARE_VISITS,HOSPICE_PATS_PAID_BY_MEDI_CAL,HOSPICE_PATS_PAID_BY_MEDICARE,HOSPICE_MEDI_CAL_REVENUE,HOSPICE_MEDICARE_REVENUE,HOSPICE_TOT_OPER_REVENUE,HOSPICE_NET_INCOME
2024,2026-01-16T17:15:21Z,406334619,SACRED HEART HOSPICE,"1935 CHICAGO AVE, STE C",RIVERSIDE,92507,9516827022,550000479,Open,Hospice,,,,6,65,298739,1200743,1574486,81529
2024,2026-01-16T17:15:21Z,406334624,AVEANNA HEALTHCARE,"1 BETTER WORLD CIR, STE 120",TEMECULA,92590,9515878100,550001397,Open,Home Health Agency,Investor - Limited Liability Company,13472,0,,,,,,
2024,2026-01-16T17:15:21Z,406334626,"AMBERCITY HOSPICE, INC.","3590 CENTRAL AVE, STE 207",RIVERSIDE,92506,9516868100,980001629,Open,Hospice,,,,5,52,354242,1109298,1554855,-3379
2024,2026-01-16T17:15:21Z,406334627,"DIRECT PROVIDER OF HEALTHCARE SERVICES, INC.","9320 BASELINE RD, STE B",RANCHO CUCAMONGA,91701,9516405317,550001423,Open,Home Health Agency,Investor - Corporation,,5973,,,,,,
2024,2026-01-16T17:15:21Z,406334630,CROWN HOME HEALTH CORPORATION,"1411 RIMPAU AVE, STE 204",CORONA,92879-7500,9517341200,550001597,Open,Home Health Agency,Investor - Corporation,1023,2084,,,,,,
2024,2026-01-16T17:15:21Z,406334633,LORIAN HEALTH,"7888 Mission Grove Parkway S, Suite 140",Riverside,92508,6192808184,550001637,Open,Home Health Agency,Investor - Corporation,,35221,,,,,,
2024,2026-01-16T17:15:21Z,406334637,HORIZON VALLEY HOME HEALTH CARE INC,"29377 RANCHO CALIFORNIA RD, STE 200",TEMECULA,92591,9516994017,550001422,Open,Home Health Agency,Investor - Corporation,0,6628,,,,,,
2024,2026-01-16T17:15:21Z,406334641,ADVANTAGE HEALTH SYSTEMS - RIVERSIDE,"4100 LATHAM ST, STE D",RIVERSIDE,92501,9516860003,550001894,Open,Home Health Agency,Investor - Corporation,0,11615,,,,,,
2024,2026-01-16T17:15:21Z,406334642,"PROMESA HOME CARE, INC.",3978 BROCKTON AVE.,RIVERSIDE,92501,9516823820,550001804,Open,Home Health Agency,Investor - Corporation,,,,,,,,
2024,2026-01-16T17:15:21Z,406334645,TEODORA HEALTHCARE,"7121 MAGNOLIA AVE, STE D",RIVERSIDE,92504,951-682-4838,550001800,Open,Home Health Agency,Investor - Corporation,,,,,,,,
2024,2026-01-16T17:15:21Z,406334646,"ANGELCARE HOME HEALTH PROVIDERS, INC.","710 RIMPAU AVE, STE 202",CORONA,92879,9517388282,550001850,Open,Home Health Agency,Investor - Corporation,0,31,,,,,,
2024,2026-01-16T17:15:21Z,406334649,VIP HEALTH CARE SERVICES LLC,"12125 DAY ST, STE H308",MORENO VALLEY,92557,9516019101,550001969,Open,Home Health Agency,Investor - Limited Liability Company,0,200,,,,,,
2024,2026-01-16T17:15:21Z,406334660,"AVIA HOME HEALTH SERVICES, INC.","1307 W 6TH ST, STE 119B",CORONA,92882,9517377039,550002084,Open,Home Health Agency,Investor - Corporation,0,2670,,,,,,
2024,2026-01-16T17:15:21Z,406334662,DESTINY HOSPICE CARE  INC,12364 PERRIS BLVD,MORENO VALLEY,92557,9512424288,550001756,Open,Hospice,,,,9,492,132575,9461805,13520314,162941
2024,2026-01-16T17:15:21Z,406334666,A-QUEST HEALTH CARE INC.,"6560 VAN BUREN BLVD, STE  H",RIVERSIDE,92503,951-729-5544,550002341,Open,Home Health Agency,Non-Profit Corporation (including church-related),0,2826,,,,,,
2024,2026-01-16T17:15:21Z,406334669,"FAMILY HOSPICE CARE, INC.","255 E. RINCON ST, STE 315A",CORONA,92879,9512312186,550001687,Open,Hospice,,,,26,4,425403,59682,578621,28853
2024,2026-01-16T17:15:21Z,406334671,AVEANNA HEALTHCARE,"200 S MAIN ST, STE 120",CORONA,92882,9517354000,550002491,Open,Home Health Agency,Investor - Limited Liability Company,15864,0,,,,,,
2024,2026-01-16T17:15:21Z,406334673,"MORNING STAR PALLIATIVE & HOSPICE, INC.","11651 STERLING AVE, STE I",RIVERSIDE,92503,9513519905,550002395,Open,Hospice,,,,1,67,16563,1363777,1120268,-242647
2024,2026-01-16T17:15:21Z,406334674,MISSION HOME HEALTH OF MURRIETA - BRANCH,"25220 HANCOCK AVE., STE 330",MURRIETA,92562,619-757-2700,080000548,Open,Home Health Agency,Investor - Corporation,84,21500,,,,,,
2024,2026-01-16T17:15:21Z,406334675,MISSION HOME HEALTH OF RANCHO MIRAGE - BRANCH,"71847 HIGHWAY 111, STE B & C",RANCHO MIRAGE,92270,6197572700,080000548,Closed,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406334680,"GUARDIAN ANGEL HOME CARE, INC.","41865 BOARDWALK, STE 215",PALM DESERT,92211,760-773-3524,550002574,Open,Home Health Agency,Investor - Limited Liability Company,0,9687,,,,,,
2024,2026-01-16T17:15:21Z,406334686,"PRISTINE CARE HOME HEALTH SERVICES, INC","28481 RANCHO CALIFORNIA RD, STE 202",TEMECULA,92590,951-506-0348,550002707,Open,Home Health Agency,Investor - Corporation,0,16632,,,,,,
2024,2026-01-16T17:15:21Z,406334695,LIVE LIFE HOME HEALTH LLC,"79440 CORPORATE CENTER DR, STE 107-C",LA QUINTA,92253,7605642680,550002601,Open,Home Health Agency,Investor - Limited Liability Company,,3634,,,,,,
2024,2026-01-16T17:15:21Z,406334697,GOOD HEART HOSPICE AND PALLIATIVE CARE,"41661 ENTERPRISE CIRCLE NORTH, STE 217",TEMECULA,92590,9512960082,550002898,Open,Hospice,,,,,20,,267888,373661,-319618
2024,2026-01-16T17:15:21Z,406334698,BELLA TERRA HOSPICE OF THE DESERT,"75410 GERALD FORD DR, STE 202",PALM DESERT,92211,7609046070,550002340,Open,Hospice,,,,2,142,39535,3366630,2937811,-406135
2024,2026-01-16T17:15:21Z,406334699,"RELIANCE HOSPICE, INC.","74130 COUNTRY CLUB DR, STE 103A",PALM DESERT,92260,760-423-6924,550002950,Open,Hospice,,,,2,526,15159,5740355,6002095,-148631
2024,2026-01-16T17:15:21Z,406334700,CARE DIMENSIONS OF THE DESERT,"74130 COUNTRY CLUB DR, STE 104",PALM DESERT,92260,(760) 444-0699,550002856,Open,Home Health Agency,Investor - Limited Liability Company,0,10979,,,,,,
2024,2026-01-16T17:15:21Z,406334701,VNACARE,"25220 HANCOCK AVE, STE 100",MURRIETA,92562,9516589288,550002764,Open,Hospice,,,,3,175,406258,4566378,5215647,-827586
2024,2026-01-16T17:15:21Z,406334704,"ARBOR VITAE HOSPICE CARE, INC.","1780 TOWN AND COUNTRY DR, STE 106",NORCO,92860,9517353485,550002435,Open,Hospice,,,,,45,,800000,778128,118028
2024,2026-01-16T17:15:21Z,406334709,MKB CONSULTING LLC,"74710 HIGHWAY 111, SUITE 102",PALM DESERT,92260,(800) 909-7971,550006064,Open,Hospice,,,,,55,,80793,80793,-7149
2024,2026-01-16T17:15:21Z,406334713,VITAS HEALTHCARE CORPORATION OF CALIFORNIA,"7888 MISSION GROVE PKWY SOUTH, SUITE 200",RIVERSIDE,92508,909 386 6000,080000723,Open,Hospice,,,,14,572,93524,11152973,12298928,-796809
2024,2026-01-16T17:15:21Z,406334714,ELIZABETH HOSPICE - BRANCH - TEMECULA,"27720 JEFFERSON AVE, SUITE 200",TEMECULA,92590,760-737-2050,080000519,Open,Hospice,,,,2,322,169435,7253202,7964626,697586
2024,2026-01-16T17:15:21Z,406334718,"HEALTHY LIVING AT HOME - PALM DESERT, LLC","36953 COOK ST, STE 102",PALM DESERT,92211,7608348501,550003070,Open,Home Health Agency,Investor - Limited Liability Company,39,15264,,,,,,
2024,2026-01-16T17:15:21Z,406334720,INLAND HOSPICE CARE,"5750 DIVISION ST, SUITE 206",RIVERSIDE,92506,9517878903,550003194,Open,Hospice,,,,,64,,1875420,2072061,-86433
2024,2026-01-16T17:15:21Z,406334730,SSAK CONSULTING LLC,"1611 POMONA RD, SUITE 250",CORONA,92880,(800) 840-5041,550007479,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406334734,DESIRE HOME HEALTH,"3742 TIBBETTS ST, STE 203",RIVERSIDE,92506,9513768018,550003690,Open,Home Health Agency,Investor - Corporation,0,4,,,,,,
2024,2026-01-16T17:15:21Z,406334739,CARING ANGELS HOSPICE,"255 E RINCON ST, STE 325",CORONA,92879,9512794500,550003497,Open,Hospice,,,,101,16,4107186,124630,4231816,-594292
2024,2026-01-16T17:15:21Z,406334747,"NIVIE HOME HEALTH SERVICES, INC.","23800 SUNNYMEAD BLVD, STE H",MORENO VALLEY,92553,9514889000,550003673,Open,Home Health Agency,Investor - Corporation,0,24,,,,,,
2024,2026-01-16T17:15:21Z,406334748,"CALMED HOME HEALTH CARE, INC.","34400 DATE PALM DR, STE P",CATHEDRAL CITY,92234,(747) 699-0068,550003999,Closed,Home Health Agency,Investor - Corporation,0,3368,,,,,,
2024,2026-01-16T17:15:21Z,406334815,"ALMAZ HHA, LLC","35325 DATE PALM DR, STE 152D",CATHEDRAL CITY,92234,8184422686,550006219,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406335343,TEAM SELECT HOME CARE,"24630 WASHINGTON AVE, STE 202, UNIT 109",MURRIETA,92562,9497075023,550001966,Open,Home Health Agency,Investor - Corporation,8032,,,,,,,
2024,2026-01-16T17:15:21Z,406335351,"KINDER CARE HOME HEALTH, INC","36330 HIDDEN SPRINGS RD, UNIT F7",WILDOMAR,92595,9518773247,550008033,Open,Home Health Agency,Investor - Corporation,,87,,,,,,
2024,2026-01-16T17:15:21Z,406335359,ANGELS HOME HEALTH CORPORATION,"555 S SUNRISE WAY, STE 217",PALM SPRINGS,92264,(760)656-8912,550001765,Open,Home Health Agency,Investor - Corporation,6223,3114,,,,,,
2024,2026-01-16T17:15:21Z,406335435,DESERT SUN HOME HEALTH CARE INC,"68457 E PALM CANYON DR, STE 6",CATHEDRAL CITY,92234,(760) 332-5005,550008060,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406335546,SUNCREST HEALTHCARE,"36923 COOK ST, STE 104",PALM DESERT,92211,71472836587,550007155,Open,Home Health Agency,Investor - Corporation,,3367,,,,,,
2024,2026-01-16T17:15:21Z,406335565,LIVING WATERS HOSPICE,"22300 VAN BUREN BLVD, STE 102",RIVERSIDE,92518,909-315-8113,550001951,Open,Hospice,,,,33,321,78853,5010864,5114873,-46467
2024,2026-01-16T17:15:21Z,406335664,ANGELS HOME CARE PROVIDERS,"25400 ALESSANDRO BLVD, STE 102",MORENO VALLEY,92553,951-563-0200,550006383,Open,Home Health Agency,Investor - Limited Liability Company,,,,,,,,
2024,2026-01-16T17:15:21Z,406335908,"GRAPEVINE HOME HEALTH SERVICES, INC.","462 CORONA MALL, STE 101",CORONA,92879,9094836505,550000797,Open,Home Health Agency,Investor - Corporation,0,576,,,,,,
2024,2026-01-16T17:15:21Z,406335912,RIVA HOSPICE OF CALIFORNIA,10586 MAGNOLIA AVE,RIVERSIDE,92505,833.268.9633,550005714,Open,Hospice,,,,0,71,,1101563,4167439,125424
2024,2026-01-16T17:15:21Z,406335970,"HELPING HANDS HOSPICE, LLC",141 W  HOBSONWAY,BLYTHE,92225,7602789700,550008288,Open,Hospice,,,,,24,0,330256,330256,133812
2024,2026-01-16T17:15:21Z,406335991,"AMICI HOSPICE, INC.","7121 MAGNOLIA AVE, STE F",RIVERSIDE,92504,(951)335-5537,550007533,Open,Hospice,,,,,43,,152909,72946,-145884
2024,2026-01-16T17:15:21Z,406336003,TRINITY PARTNERS HOME HEALTH,4254 GREEN RIVER RD,CORONA,92880,866-941-0990,550008340,Open,Home Health Agency,Investor - Limited Liability Company,,,,,,,,
2024,2026-01-16T17:15:21Z,406336056,"ANGEL HOSPICE PROVIDERS, INC.","555 S SUNRISE WAY, STE 212",PALM SPRINGS,92264,(760)6564077,550006015,Open,Hospice,,,,,42,,493597,556779,-462263
2024,2026-01-16T17:15:21Z,406336094,RELIABLE HOSPICE,"41870 KALMIA ST, STE 140",MURRIETA,92562,8443954994,550006416,Open,Hospice,,,,,10,,27445,27445,-3945
2024,2026-01-16T17:15:21Z,406336716,"BEST QUALITY CARE HOSPICE, INC.","28497 HIGHWAY 74, UNIT AH210",LAKE ELSINORE,92532,(951) 252-6881,550003922,Open,Hospice,,,,0,21,,77595718,77696830,2815498
2024,2026-01-16T17:15:21Z,406336757,GOLDEN PALMS HOME HEALTH CARE INC.,"333 N PALM CANYON DR, STE 210",PALM SPRINGS,92262,760-318-0000,550008366,Open,Home Health Agency,Investor - Corporation,,1119,,,,,,
2024,2026-01-16T17:15:21Z,406337720,ACCENTCARE HOME HEALTH OF CALIFORNIA INC,"1265 CORONA POINT CT., STE 212",CORONA,92879,9094723247,240000267,Open,Home Health Agency,Investor - Corporation,7,3862,,,,,,
2024,2026-01-16T17:15:21Z,406337786,"CAREOMATIC, INC.","27713 JEFFERSON AVE, STE 108",TEMECULA,92590,951-501-2273,550008356,Open,Home Health Agency,Investor - Corporation,,211,,,,,,
2024,2026-01-16T17:15:21Z,406340023,BEST PATHWAYS HOME HEALTH,"9198 GREENBACK LN, STE 216",ORANGEVALE,95662,(916) 800-4838,550008705,Open,Home Health Agency,Investor - Limited Liability Company,0,62,,,,,,
2024,2026-01-16T17:15:21Z,406340024,"ATLAS HOSPICE CARE, INC.","180 PROMENADE CIR, STE 300",SACRAMENTO,95834,9169781811,550007626,Open,Hospice,,,,,15,,202546,287398,-444088
2024,2026-01-16T17:15:21Z,406340025,"ALPHA LATREIA HEALTH SERVICES, LLC","3050 FITE CIR, STE 210",SACRAMENTO,95827,9169750550,550008727,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406340026,ALPINE HOME HEALTH SERVICES LLC,"1600 SACRAMENTO INN WAY, STE 201",SACRAMENTO,95815,9164267410,550009287,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406340027,"TRUE CARE HOME HEALTH OF NORTHERN CALIFORNIA, INC.","6375 AUBURN BLVD, STE 300",CITRUS HEIGHTS,95621,916-720-2770,550009314,Open,Home Health Agency,Investor - Corporation,,,,,,,,
2024,2026-01-16T17:15:21Z,406340028,"HEALINGHAVEN HEALTHCARE, INC","2717 COTTAGE WAY, STE 14",SACRAMENTO,95825,9165419923,550009504,Open,Home Health Agency,Investor - Corporation,,,,,,,,
2024,2026-01-16T17:15:21Z,406340032,BETTER CHOICE HOSPICE INC,2704 MERCANTILE DR,RANCHO CORDOVA,95742,9168708090,550006185,Open,Hospice,,,,1,18,12000,148000,177800,177800
2024,2026-01-16T17:15:21Z,406340033,NORTHSTAR HEALTHCARE SERVICES,"910 FLORIN RD, STE 102",SACRAMENTO,95831,916-4808448,550007711,Open,Home Health Agency,Investor - Limited Liability Company,0,5054,,,,,,
2024,2026-01-16T17:15:21Z,406340663,TRUEMED SACRAMENTO,"5330 PRIMROSE DR, STE 133",FAIR OAKS,95628,8182817946,550004047,Open,Home Health Agency,Investor - Corporation,,2011,,,,,,
2024,2026-01-16T17:15:21Z,406340836,KAISER FOUNDATION HOSPITAL HHA - SACRAMENTO,3240 ARDEN WAY,SACRAMENTO,95825,916-486-5400,100000023,Open,Home Health Agency,Non-Profit Corporation (including church-related),190,1077,,,,,,
2024,2026-01-16T17:15:21Z,406340886,CVHCARE SACRAMENTO,"10860 GOLD CENTER DR, STE 130",RANCHO CORDOVA,95670,510-690-1930,550004100,Open,Home Health Agency,Investor - Corporation,0,16,,,,,,
2024,2026-01-16T17:15:21Z,406341341,"EASTERN HOME HEALTH, INC.","9578 2ND AVE, STE 100",ELK GROVE,95624,9166101232,980001559,Open,Home Health Agency,Investor - Corporation,0,155,,,,,,
2024,2026-01-16T17:15:21Z,406341423,WECARE HOME HEALTH LLC,"910 FLORIN RD, SUITE 202",SACRAMENTO,95831,9167062713,550004361,Open,Home Health Agency,Investor - Limited Liability Company,41,5075,,,,,,
2024,2026-01-16T17:15:21Z,406341445,"ELITE HOME HEALTH CARE SERVICES, LLC","9267 GREENBACK LN, SUITE B1",ORANGEVALE,95662,9164003092,550004411,Open,Home Health Agency,Investor - Limited Liability Company,0,1494,,,,,,
2024,2026-01-16T17:15:21Z,406341475,"AMERICAN HERITAGE HOSPICE, INC","1837 IRON POINT RD, SUITE 180",FOLSOM,95630,9093065200,550004381,Open,Hospice,,,,1,102,15574,1178141,1193715,404419
2024,2026-01-16T17:15:21Z,406341547,"HEALING TOUCH HOME HEALTH CARE, INC.","2893 SUNRISE BLVD, SUITE 209",RANCHO CORDOVA,95742,916-476-5870,550004364,Open,Home Health Agency,Investor - Corporation,0,9806,,,,,,
2024,2026-01-16T17:15:21Z,406341549,"BELLESTAR HOME HEALTH CARE, INC.","1568 CREEKSIDE DR, SUITE 203",FOLSOM,95630,9166936677,550004529,Open,Home Health Agency,Investor - Corporation,0,3330,,,,,,
2024,2026-01-16T17:15:21Z,406341557,AMERICAN RIVER HOSPICE SERVICES,"1451 RIVER PARK DR, SUITE 241",SACRAMENTO,95815,9162094600,550004587,Open,Hospice,,,,2,554,47979,11025052,11279880,1751872
2024,2026-01-16T17:15:21Z,406341579,"HEARTS HOME HEALTHCARE, INC.","2575 E BIDWELL ST, SUITE 200",FOLSOM,95630,9162098184,550004602,Open,Home Health Agency,Investor - Corporation,1,11912,,,,,,
2024,2026-01-16T17:15:21Z,406341644,AMERICAN EXCEL HOME HEALTH CARE,"2755 COTTAGE WAY, STE 12",SACRAMENTO,95825,9165502243,550004655,Open,Home Health Agency,Investor - Individual,0,249,,,,,,
2024,2026-01-16T17:15:21Z,406341679,CLINICIANS CONNECT CARE HOME HEALTH SERVICES,"716 19TH ST, STE 200",SACRAMENTO,95811,916-400-0775,550004721,Open,Home Health Agency,Investor - Corporation,39,1950,,,,,,
2024,2026-01-16T17:15:21Z,406341698,ACEPTIO HOME HEALTH CARE,"9198 GREENBACK LN, 102",ORANGEVALE,95662,9162938500,550004689,Open,Home Health Agency,Investor - Corporation,13262,1457,,,,,,
2024,2026-01-16T17:15:21Z,406341741,CARINGHAND HOME HEALTH SOLUTIONS INC.,"7248 S LAND PARK DR, STE 201",SACRAMENTO,95831,(916) 476-3205,550004750,Open,Home Health Agency,Investor - Corporation,0,12316,,,,,,
2024,2026-01-16T17:15:21Z,406341837,BIG HEARTS HOSPICE CARE,"9812 OLD WINERY PL, STE 4",SACRAMENTO,95827,9163890877,550004901,Open,Hospice,,,,22,48,16097,1689900,1870305,-153461
2024,2026-01-16T17:15:21Z,406341932,"TRUE CARE HOSPICE OF NORTHERN CALIFORNIA, INC.","6375 AUBURN BLVD, STE 100",CITRUS HEIGHTS,95621,(916)277-0433,550004947,Open,Hospice,,,,,130,,2431167,2734262,165760
2024,2026-01-16T17:15:21Z,406341998,"BETTER CHOICE HOME CARE, INC.",2706 MERCANTILE DR,RANCHO CORDOVA,95742,9168171462,550004622,Open,Home Health Agency,Investor - Corporation,0,4026,,,,,,
2024,2026-01-16T17:15:21Z,406342027,PRO-STARS HEALTH CARE LLC,"980 9TH ST, FLOOR 16",SACRAMENTO,95814,9167588006,550005087,Open,Home Health Agency,Investor - Limited Liability Company,0,0,,,,,,
2024,2026-01-16T17:15:21Z,406342144,ARMSTRONG HOSPICE,"6216 MAIN AVENUE, STE B3",ORANGEVALE,95662,800-485-5682,550004558,Open,Hospice,,,,0,9,,,,-283884
2024,2026-01-16T17:15:21Z,406342168,"OAK CREEK HOSPICE, LLC","9580 OAK AVENUE PKWY, STE 15",FOLSOM,95630,9164585994,550004537,Open,Hospice,,,,4,36,192583,664000,923104,-269467
2024,2026-01-16T17:15:21Z,406342206,INTERIM HEALTHCARE - HOME HEALTH,"2355 GOLD MEADOW WAY, STE 250",GOLD RIVER,95670,9164868181,100000270,Open,Home Health Agency,Investor - Corporation,0,3491,,,,,,
2024,2026-01-16T17:15:21Z,406342227,"HEALTH AND HOPE HOME HEALTH, INC.","9837 FOLSOM BLVD, STE D",SACRAMENTO,95827,916-573-3840,550004850,Open,Home Health Agency,Investor - Corporation,,1111,,,,,,
2024,2026-01-16T17:15:21Z,406342246,MERCY HOME HEALTH,3400 DATA DR,RANCHO CORDOVA,95670,916-281-2300,100000181,Open,Home Health Agency,Non-Profit Corporation (including church-related),309,9687,,,,,,
2024,2026-01-16T17:15:21Z,406342407,A1 HEALTHCARE,"5006 SUNRISE BLVD, STE 202",FAIR OAKS,95628,9167062513,550005293,Open,Hospice,,,,33,460,938404,5670900,7377924,-75230
2024,2026-01-16T17:15:21Z,406342408,SONDER HOME HEALTH CARE,"4600 NORTHGATE BLVD, STE 130A",SACRAMENTO,95834,916-864-9528,550005285,Open,Home Health Agency,Investor - Corporation,125,15807,,,,,,
2024,2026-01-16T17:15:21Z,406342410,SONDER HOSPICE CARE,"4600 NORTHGATE BLVD, STE 130B",SACRAMENTO,95834,9165501159,550005292,Open,Hospice,,,,2,187,15600,1941594,2041926,86102
2024,2026-01-16T17:15:21Z,406342513,A1 HOME HEALTH,"5006 SUNRISE BLVD, STE 203",FAIR OAKS,95628,9167063647,550005497,Open,Home Health Agency,Investor - Limited Liability Company,39,12680,,,,,,
2024,2026-01-16T17:15:21Z,406342527,CAPITOL HOME HEALTH CARE,"9766 WATERMAN RD, SUITE L3",ELK GROVE,95624,916-667-3876,550005476,Open,Home Health Agency,Investor - Corporation,,1375,,,,,,
2024,2026-01-16T17:15:21Z,406342664,ALPINE HOME HEALTH AGENCY,"9245 LAGUNA SPRINGS DR, SUITE 200",ELK GROVE,95758,(916) 312-6001,550005551,Closed,Home Health Agency,Investor - Corporation,2,0,,,,,,
2024,2026-01-16T17:15:21Z,406342665,CALIFORNIA HOME HEALTH CARE,"180 PROMENADE CIR, SUITE 300",SACRAMENTO,95834,916-905-2378,550005533,Open,Home Health Agency,Investor - Corporation,,,,,,,,
2024,2026-01-16T17:15:21Z,406342719,SANCTUARY HOSPICE,"6608 MERCY CT, SUITE A",FAIR OAKS,95628,9166713017,550005565,Open,Hospice,,,,2,162,93284,3576384,3817300,1413106
2024,2026-01-16T17:15:21Z,406342781,BLESSED HEARTS HOME HEALTH CARE INC.,"3105 FITE CIR, SUITE 105",SACRAMENTO,95827,9165882458,550005547,Open,Home Health Agency,Investor - Corporation,0,695,,,,,,
2024,2026-01-16T17:15:21Z,406342849,ARIAS HOSPICE CARE INC,"2250 DOUGLAS BLVD, STE 135",ROSEVILLE,95661,9166048054,550005694,Open,Hospice,,,,2,137,24584,3122080,3476393,122991
2024,2026-01-16T17:15:21Z,406342900,"ACCREDO HEALTH GROUP, INC.","3320 DATA DR, STE 300",RANCHO CORDOVA,95670,279-231-1025,020000392,Open,Home Health Agency,Investor - Corporation,,,,,,,,
2024,2026-01-16T17:15:21Z,406342991,CAPITOL HOSPICE CARE,"9766 WATERMAN RD, STE L2",ELK GROVE,95624,916-896-5456,550005861,Open,Hospice,,,,,12,,147287,147287,-18938
2024,2026-01-16T17:15:21Z,406343034,EPIC HOMEHEALTH SERVICES,"1600 SACRAMENTO INN WAY, STE 216",SACRAMENTO,95815,(855)916-7880,550005961,Open,Home Health Agency,Investor - Corporation,42,1711,,,,,,
2024,2026-01-16T17:15:21Z,406343138,TFR- HOME HEALTH AGENCY,"4208 N FREEWAY BLVD, SUITE 7A",SACRAMENTO,95834,9167151337,550006506,Open,Home Health Agency,Investor - Corporation,63,6,,,,,,
2024,2026-01-16T17:15:21Z,406343258,"FRONTLINE HOME HEALTH CARE, INC","9198 GREENBACK LN, SUITE 101",ORANGEVALE,95662,9166184917,550006782,Open,Home Health Agency,Investor - Corporation,0,2663,,,,,,
2024,2026-01-16T17:15:21Z,406343336,"ORANGEVALE HOSPICE CARE, INC.","9198 GREENBACK LN, SUITE 115",ORANGEVALE,95662,9167063647,550007024,Open,Hospice,,,,,2,0,32126,32126,-14416
2024,2026-01-16T17:15:21Z,406343904,"ANAIAH HOSPICE CARE, INC.","5006 SUNRISE BLVD, STE 105",FAIR OAKS,95628,9162345684,550007342,Open,Hospice,,,,0,49,0,218828,217246,-331942
2024,2026-01-16T17:15:21Z,406344038,UC DAVIS HOME CARE SERVICES,10850 WHITE ROCK RD,RANCHO CORDOVA,95670,916-734-2458,100000391,Open,Home Health Agency,University of California,0,5842,,,,,,
2024,2026-01-16T17:15:21Z,406344059,"ADVANCED HOME HEALTH, INC","4362 AUBURN BLVD, STE 300",SACRAMENTO,95841,9169780744,100000439,Open,Home Health Agency,Investor - Limited Liability Company,1200,14535,,,,,,
2024,2026-01-16T17:15:21Z,406344068,"ALWAYS HOME NURSING SERVICES, INC","7777 GREENBACK LANE, STE 208",CITRUS HEIGHTS,95610,9169896420,100000450,Open,Home Health Agency,Investor - Corporation,560,,,,,,,
2024,2026-01-16T17:15:21Z,406344080,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","2295 GATEWAY OAKS DR., STE 125",SACRAMENTO,95833,9168525888,100000471,Open,Home Health Agency,Investor - Corporation,46,10817,,,,,,
2024,2026-01-16T17:15:21Z,406344090,"MAXIM HEALTHCARE SERVICES, INC.","1651 RESPONSE RD, STE 200",SACRAMENTO,95815,916-974-2599,100000500,Open,Home Health Agency,Investor - Corporation,6888,3,,,,,,
2024,2026-01-16T17:15:21Z,406344100,SUTTER SENIORCARE,444 N 3RD ST,SACRAMENTO,95811,8335607223,100000537,Open,Home Health Agency,Non-Profit Corporation (including church-related),17810,,,,,,,
2024,2026-01-16T17:15:21Z,406344102,CUSTOMCARE HOME HEALTH SERVICES INC.,"8837 ELK GROVE BLVD, STE A",ELK GROVE,95624,9167141155,100000543,Open,Home Health Agency,Investor - Corporation,24,1008,,,,,,
2024,2026-01-16T17:15:21Z,406344106,UC DAVIS HOSPICE PROGRAM,10850 WHITE ROCK RD,RANCHO CORDOVA,95670,9167342458,100000565,Open,Hospice,,,,12,465,73440,7194360,6292609,92718
2024,2026-01-16T17:15:21Z,406344108,RX STAFFING AND HOME CARE,"4640 MARCONI AVE, STE 8",SACRAMENTO,95821,9164858200,100000563,Open,Home Health Agency,Investor - Corporation,144,17218,,,,,,
2024,2026-01-16T17:15:21Z,406344122,EDEN HOME HEALTH,"9299 E STOCKTON BLVD, STE 10",ELK GROVE,95624,9166814949,100000640,Open,Home Health Agency,Investor - Limited Liability Company,,1326,,,,,,
2024,2026-01-16T17:15:21Z,406344137,VITAS HEALTHCARE CORPORATION OF CALIFORNIA - BRANCH,"2710 GATEWAY OAKS DR, STE 100 SOUTH",SACRAMENTO,95833,9169257010,100000774,Open,Hospice,,,,0,1103,,22937639,18118676,456238
2024,2026-01-16T17:15:21Z,406344139,MERCY HOSPICE,3400 DATA DR,RANCHO CORDOVA,95670,916-281-3900,100000775,Open,Hospice,,,,16,1020,21662,4476310,4883366,92671
2024,2026-01-16T17:15:21Z,406344141,SUTTER VISITING NURSE ASSOCIATION,8330 FERGUSON AVE.,SACRAMENTO,95828,9163886200,100000143,Open,Home Health Agency,Non-Profit Corporation (including church-related),5360,62261,,,,,,
2024,2026-01-16T17:15:21Z,406344149,KAISER FOUNDATION HOSPITAL - HOSPICE - ARDEN - PARENT,3240 ARDEN WAY,SACRAMENTO,95825,916-486-5300,100000599,Open,Hospice,,,,35,195,,,,
